Time,Avg. TTS,Avg. Speed,# Good Days,Min. Speed,Max Speed,% cong (45.0),% cong (36.0),95 %ile,90 %ile,85 %ile,80 %ile,75 %ile,70 %ile,65 %ile,60 %ile,55 %ile,50 %ile,45 %ile,40 %ile,35 %ile,30 %ile,25 %ile,20 %ile,15 %ile,10 %ile,5 %ile
0:00:00,393,60,86,60,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
0:05:00,393,60,86,60,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
0:10:00,393,60,86,60,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
0:15:00,393,60,86,60,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
0:20:00,393.8569767,59.85750974,86,49.80401199,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
0:25:00,393.4313953,59.92818683,86,54.3943591,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
0:30:00,393,60,86,60,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
0:35:00,393,60,87,60,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
0:40:00,393,60,87,60,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
0:45:00,393,60,87,60,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
0:50:00,393,60,87,60,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
0:55:00,393,60,87,60,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1:00:00,393,60,87,60,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1:05:00,393,60,87,60,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1:10:00,393,60,87,60,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1:15:00,393,60,87,60,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1:20:00,393,60,87,60,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1:25:00,393,60,87,60,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1:30:00,393,60,87,60,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1:35:00,393,60,87,60,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1:40:00,393,60,87,60,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1:45:00,393,60,87,60,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1:50:00,393.8954023,59.85113654,87,49.32633021,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1:55:00,393,60,87,60,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2:00:00,393.4264368,59.92901129,87,54.3943591,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2:05:00,393.3965517,59.93398077,87,54.75285171,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2:10:00,393,60,87,60,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2:15:00,393,60,87,60,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2:20:00,393,60,87,60,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2:25:00,393,60,87,60,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2:30:00,393.9057471,59.849421,87,49.22515953,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2:35:00,393,60,87,60,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2:40:00,393,60,87,60,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2:45:00,393,60,87,60,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2:50:00,393,60,87,60,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2:55:00,393,60,87,60,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
3:00:00,393,60,87,60,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
3:05:00,393,60,87,60,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
3:10:00,393,60,87,60,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
3:15:00,393,60,87,60,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
3:20:00,393,60,87,60,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
3:25:00,393,60,87,60,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
3:30:00,393,60,87,60,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
3:35:00,393,60,87,60,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
3:40:00,393,60,87,60,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
3:45:00,393,60,87,60,60,0%,0%,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
